STATION,STATION_NAME,DATE,PRCP,Measurement Flag,Quality Flag,Source Flag,Time of Observation,SNWD,Measurement Flag,Quality Flag,Source Flag,Time of Observation,SNOW,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TSUN,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMAX,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMIN,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WESD,Measurement Flag,Quality Flag,Source Flag,Time of Observation,AWND,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WDF2,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WDF5,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WSF2,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WSF5,Measurement Flag,Quality Flag,Source Flag,Time of Observation,PGTM,Measurement Flag,Quality Flag,Source Flag,Time of Observation,FMTM,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT09,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT14,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT07,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT01,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT15,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT17,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT06,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT21,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT05,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT02,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT11,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT22,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT04,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT13,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT16,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT08,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT18,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT03,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT10,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT19,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WV03,Measurement Flag,Quality Flag,Source Flag,Time of Observation
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051111,0, , ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,144, , ,0,2400,22, , ,0,2400,0, , ,0,9999,42, , ,X,9999,200, , ,X,9999,190, , ,X,9999,80, , ,X,9999,98, , ,X,9999,-9999, , , ,9999,1445, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051112,36, , ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,167, , ,0,2400,61, , ,0,2400,0, , ,0,9999,65, , ,X,9999,210, , ,X,9999,210, , ,X,9999,143, , ,X,9999,183, , ,X,9999,-9999, , , ,9999,2346, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051113,0,T, ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,156, , ,0,2400,22, , ,0,2400,0, , ,0,9999,101, , ,X,9999,250, , ,X,9999,240, , ,X,9999,179, , ,X,9999,241, , ,X,9999,-9999, , , ,9999,1055, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051114,104, , ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,72, , ,0,2400,-22, , ,0,2400,0, , ,0,9999,37, , ,X,9999,80, , ,X,9999,80, , ,X,9999,103, , ,X,9999,125, , ,X,9999,-9999, , , ,9999,2318, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,X,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051115,69, , ,0,2400,0, , ,0,9999,0,T, ,0,9999,-9999, , , ,9999,100, , ,0,2400,28, , ,0,2400,0, , ,0,9999,82, , ,X,9999,240, , ,X,9999,240, , ,X,9999,134, , ,X,9999,179, , ,X,9999,-9999, , , ,9999,2038, , ,X,9999,-9999, , , ,9999,1, , ,X,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,X,9999,1, , ,0,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051116,5, , ,0,2400,0, , ,0,9999,8, , ,0,9999,-9999, , , ,9999,28, , ,0,2400,-67, , ,0,2400,0, , ,0,9999,86, , ,X,9999,280, , ,X,9999,260, , ,X,9999,130, , ,X,9999,165, , ,X,9999,-9999, , , ,9999,1244, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,X,9999,1, , ,0,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051117,0,T, ,0,2400,0,T, ,0,9999,0,T, ,0,9999,-9999, , , ,9999,-44, , ,0,2400,-94, , ,0,2400,0, , ,0,9999,49, , ,X,9999,310, , ,X,9999,310, , ,X,9999,103, , ,X,9999,125, , ,X,9999,-9999, , , ,9999,148, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051118,0,T, ,0,2400,0,T, ,0,9999,0,T, ,0,9999,-9999, , , ,9999,22, , ,0,2400,-56, , ,0,2400,0, , ,0,9999,48, , ,X,9999,250, , ,X,9999,240, , ,X,9999,76, , ,X,9999,103, , ,X,9999,-9999, , , ,9999,848, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051119,0, , ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,94, , ,0,2400,6, , ,0,2400,0, , ,0,9999,50, , ,X,9999,220, , ,X,9999,210, , ,X,9999,107, , ,X,9999,143, , ,X,9999,-9999, , , ,9999,958, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051120,0, , ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,56, , ,0,2400,33, , ,0,2400,0, , ,0,9999,44, , ,X,9999,260, , ,X,9999,250, , ,X,9999,98, , ,X,9999,130, , ,X,9999,-9999, , , ,9999,2338, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051121,0, , ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,100, , ,0,2400,17, , ,0,2400,0, , ,0,9999,56, , ,X,9999,260, , ,X,9999,280, , ,X,9999,103, , ,X,9999,134, , ,X,9999,-9999, , , ,9999,47, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051122,0, , ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,22, , ,0,2400,-44, , ,0,2400,0, , ,0,9999,42, , ,X,9999,350, , ,X,9999,360, , ,X,9999,80, , ,X,9999,107, , ,X,9999,-9999, , , ,9999,640, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051123,51, , ,0,2400,25, , ,0,9999,56, , ,0,9999,-9999, , , ,9999,44, , ,0,2400,-22, , ,0,2400,0, , ,0,9999,63, , ,X,9999,320, , ,X,9999,310, , ,X,9999,148, , ,X,9999,192, , ,X,9999,-9999, , , ,9999,2355, , ,X,9999,-9999, , , ,9999,1, , ,X,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,X,9999,1, , ,0,9999,1, , ,0,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051124,0,T, ,0,2400,0,T, ,0,9999,3, , ,0,9999,-9999, , , ,9999,11, , ,0,2400,-106, , ,0,2400,0, , ,0,9999,92, , ,X,9999,310, , ,X,9999,310, , ,X,9999,179, , ,X,9999,210, , ,X,9999,-9999, , , ,9999,3, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051125,33, , ,0,2400,0,T, ,0,9999,51, , ,0,9999,-9999, , , ,9999,-50, , ,0,2400,-94, , ,0,2400,0, , ,0,9999,38, , ,X,9999,290, , ,X,9999,280, , ,X,9999,89, , ,X,9999,112, , ,X,9999,-9999, , , ,9999,47, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,X,9999,-9999, , , ,9999,1, , ,X,9999,-9999, , , ,9999,1, , ,0,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051126,0, , ,0,2400,51, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,50, , ,0,2400,-78, , ,0,2400,25, , ,0,9999,21, , ,X,9999,130, , ,X,9999,130, , ,X,9999,67, , ,X,9999,72, , ,X,9999,-9999, , , ,9999,1434, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051127,76, , ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,94, , ,0,2400,33, , ,0,2400,0, , ,0,9999,49, , ,X,9999,130, , ,X,9999,130, , ,X,9999,89, , ,X,9999,103, , ,X,9999,-9999, , , ,9999,1614, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,X,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051128,145, , ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,150, , ,0,2400,39, , ,0,2400,0, , ,0,9999,80, , ,X,9999,140, , ,X,9999,140, , ,X,9999,130, , ,X,9999,165, , ,X,9999,-9999, , , ,9999,1134, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,X,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051129,0,T, ,0,2400,0, , ,0,9999,0,T, ,0,9999,-9999, , , ,9999,39, , ,0,2400,-22, , ,0,2400,0, , ,0,9999,74, , ,X,9999,220, , ,X,9999,240, , ,X,9999,125, , ,X,9999,143, , ,X,9999,-9999, , , ,9999,648, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051130,0,T, ,0,2400,0, , ,0,9999,0,T, ,0,9999,-9999, , , ,9999,-22, , ,0,2400,-44, , ,0,2400,0, , ,0,9999,31, , ,X,9999,280, , ,X,9999,280, , ,X,9999,72, , ,X,9999,98, , ,X,9999,-9999, , , ,9999,434, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051201,18, , ,0,2400,0,T, ,0,9999,30, , ,0,9999,-9999, , , ,9999,-22, , ,0,2400,-67, , ,0,2400,0, , ,0,9999,53, , ,X,9999,300, , ,X,9999,280, , ,X,9999,103, , ,X,9999,139, , ,X,9999,-9999, , , ,9999,2303, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,X,9999,-9999, , , ,9999,1, , ,0,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051202,0, , ,0,2400,25, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,-61, , ,0,2400,-106, , ,0,2400,0, , ,0,9999,51, , ,X,9999,300, , ,X,9999,300, , ,X,9999,103, , ,X,9999,134, , ,X,9999,-9999, , , ,9999,432, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051203,69, , ,0,2400,25, , ,0,9999,76, , ,0,9999,-9999, , , ,9999,-17, , ,0,2400,-83, , ,0,2400,0, , ,0,9999,38, , ,X,9999,70, , ,X,9999,70, , ,X,9999,89, , ,X,9999,103, , ,X,9999,-9999, , , ,9999,2107, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,X,9999,-9999, , , ,9999,1, , ,X,9999,-9999, , , ,9999,1, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051204,13, , ,0,2400,102, , ,0,9999,28, , ,0,9999,-9999, , , ,9999,-44, , ,0,2400,-117, , ,0,2400,102, , ,0,9999,45, , ,X,9999,300, , ,X,9999,310, , ,X,9999,76, , ,X,9999,98, , ,X,9999,-9999, , , ,9999,1147, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051205,0, , ,0,2400,102, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,-94, , ,0,2400,-161, , ,0,2400,76, , ,0,9999,36, , ,X,9999,280, , ,X,9999,270, , ,X,9999,72, , ,X,9999,94, , ,X,9999,-9999, , , ,9999,1324, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051206,0, , ,0,2400,76, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,-94, , ,0,2400,-161, , ,0,2400,51, , ,0,9999,37, , ,X,9999,250, , ,X,9999,260, , ,X,9999,72, , ,X,9999,89, , ,X,9999,-9999, , , ,9999,1304, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051207,0, , ,0,2400,76, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,-72, , ,0,2400,-183, , ,0,2400,76, , ,0,9999,32, , ,X,9999,300, , ,X,9999,300, , ,X,9999,63, , ,X,9999,72, , ,X,9999,-9999, , , ,9999,921, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051208,58, , ,0,2400,76, , ,0,9999,71, , ,0,9999,-9999, , , ,9999,-22, , ,0,2400,-133, , ,0,2400,76, , ,0,9999,37, , ,X,9999,70, , ,X,9999,60, , ,X,9999,89, , ,X,9999,98, , ,X,9999,-9999, , , ,9999,1853, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,X,9999,-9999, , , ,9999,1, , ,X,9999,-9999, , , ,9999,1, , ,0,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051209,5, , ,0,2400,152, , ,0,9999,8, , ,0,9999,-9999, , , ,9999,-28, , ,0,2400,-117, , ,0,2400,127, , ,0,9999,57, , ,X,9999,240, , ,X,9999,250, , ,X,9999,107, , ,X,9999,139, , ,X,9999,-9999, , , ,9999,1439, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,X,9999,-9999, , , ,9999,1, , ,0,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,20051210,3, , ,0,2400,127, , ,0,9999,5, , ,0,9999,-9999, , , ,9999,-17, , ,0,2400,-106, , ,0,2400,102, , ,0,9999,63, , ,X,9999,220, , ,X,9999,220, , ,X,9999,125, , ,X,9999,143, , ,X,9999,-9999, , , ,9999,1009, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,X,9999,-9999, , , ,9999,1, , ,0,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
